AllSF,OverallQual,NeighborPrice,GrLivArea,ExterQual_,NeighborBin,KitchenQual_,SimplOverallQual,TotalBsmtSF,GarageCars,TotalBath,GarageScore,GarageArea,1stFlrSF,BsmtQual_,OverallGrade,FullBath,TotRmsAbvGrd,Now_YearBuilt,YearBuilt,Id,SalePrice
1833.0,5,124300.0,858,2,1,2,2,858.0,0.0,2.0,0.0,0.0,858,3,35,1,4,59,1958,645,160000
3858.0,8,301500.0,2392,3,4,3,3,1396.0,3.0,3.5,2610.0,870.0,1407,4,40,2,7,20,1997,646,440000
1494.0,4,119000.0,747,2,1,2,2,747.0,1.0,1.0,660.0,220.0,747,3,24,1,4,72,1945,647,106500
1596.0,5,140000.0,924,2,2,2,2,672.0,2.0,1.0,1728.0,576.0,672,3,35,1,6,68,1949,648,154000
2994.0,7,315000.0,1405,3,4,3,3,1405.0,2.0,2.0,1434.0,478.0,1405,4,35,2,6,14,2003,649,116500
2757.0,6,181000.0,1664,2,2,2,2,953.0,2.0,2.5,1380.0,460.0,953,4,30,2,7,17,2000,650,348000
2905.0,5,140000.0,1363,3,2,2,2,1008.0,1.0,2.0,864.0,288.0,1363,3,35,1,6,66,1951,651,80000
2000.0,6,197200.0,1026,2,2,2,2,940.0,2.0,2.0,1728.0,576.0,1026,4,36,1,5,39,1978,652,122900
2796.0,7,226250.0,1339,2,3,2,3,1309.0,2.0,3.0,1936.0,484.0,1339,4,35,2,6,27,1990,653,171750
2462.0,6,120000.0,1125,2,1,2,2,1041.0,1.0,2.0,1056.0,352.0,1125,3,36,1,6,41,1976,654,172400
2078.0,5,119000.0,1432,2,1,2,2,264.0,2.0,2.0,1080.0,360.0,768,2,35,2,7,107,1910,655,164900
2567.0,4,120000.0,1470,2,1,2,2,941.0,1.0,2.0,1644.0,548.0,997,3,24,2,7,63,1954,656,147000
2489.0,6,200624.0,1494,2,3,3,2,771.0,1.0,1.0,639.0,213.0,753,3,42,1,7,75,1942,657,180000
2160.0,5,124300.0,1203,2,1,3,2,709.0,1.0,2.0,1056.0,352.0,979,3,20,1,5,67,1950,658,125000
3120.0,6,182900.0,1422,2,2,3,2,1422.0,2.0,2.0,1728.0,576.0,1422,4,36,2,7,36,1981,659,132000
1671.0,4,88000.0,988,2,0,2,2,462.0,1.0,2.0,891.0,297.0,526,4,20,1,5,44,1973,660,135000
3036.0,6,179900.0,1721,3,2,3,2,928.0,2.0,3.0,1413.0,471.0,936,4,30,2,7,23,1994,661,177500
1470.0,6,106000.0,987,2,1,2,2,483.0,1.0,1.5,864.0,288.0,483,3,30,1,5,45,1972,662,110000
2156.0,6,103000.0,1376,2,1,2,2,780.0,1.0,2.0,594.0,198.0,780,3,36,2,7,80,1937,663,175500
2810.0,7,225000.0,1550,3,3,3,3,1092.0,2.0,3.0,1314.0,438.0,1112,4,35,2,7,11,2006,664,91000
2467.0,6,181000.0,1509,3,2,3,2,783.0,2.0,3.5,1179.0,393.0,807,4,30,2,7,15,2002,665,201000
3631.0,6,192000.0,2060,3,3,2,2,1151.0,2.0,3.0,1563.0,521.0,1164,4,30,2,8,29,1988,666,94500
2330.0,5,179900.0,1114,2,2,3,2,1114.0,2.0,2.5,1728.0,576.0,1114,3,25,1,6,13,2004,667,119500
3404.0,6,182900.0,1724,2,2,2,2,1680.0,2.0,2.5,1440.0,480.0,1724,4,30,1,7,50,1967,668,241000
4105.0,7,139500.0,3082,2,2,2,3,824.0,2.0,3.5,2016.0,672.0,1687,3,21,2,12,97,1920,669,183200
2549.0,6,124300.0,1577,2,1,1,2,972.0,1.0,1.0,936.0,312.0,972,3,30,1,6,78,1939,670,211000
1496.0,5,119000.0,691,2,1,4,2,691.0,1.0,1.0,432.0,216.0,691,2,30,1,4,97,1920,671,159000
3569.0,9,225000.0,1709,3,3,3,3,1698.0,2.0,3.0,1518.0,506.0,1709,5,45,2,5,18,1999,672,197900
3201.0,8,315000.0,1904,3,4,4,3,1058.0,2.0,3.5,2208.0,736.0,1058,4,40,2,8,12,2005,673,197000
1785.0,5,103000.0,1111,2,1,1,2,530.0,1.0,1.0,864.0,288.0,581,3,35,1,6,97,1920,674,140200
2064.0,5,140000.0,912,2,2,3,2,912.0,2.0,2.0,1728.0,576.0,912,3,40,1,5,52,1965,675,86000
3161.0,6,140000.0,1632,2,2,2,2,1240.0,1.0,3.0,1014.0,338.0,1632,3,36,2,6,59,1958,676,328900
2161.0,5,153500.0,923,2,2,2,2,876.0,1.0,2.0,792.0,264.0,923,3,25,1,5,33,1984,677,275000
2456.0,5,135000.0,1155,2,1,3,2,1109.0,2.0,2.0,1728.0,576.0,1155,3,35,1,6,56,1961,678,101000
1900.0,7,225000.0,1252,3,3,3,3,600.0,2.0,3.5,1386.0,462.0,624,4,35,2,4,18,1999,679,147000
2803.0,7,197200.0,1294,3,2,3,3,1286.0,2.0,2.0,1986.0,662.0,1294,4,35,2,6,11,2006,680,139000
3587.0,7,192000.0,2022,2,3,2,3,1160.0,2.0,2.5,1515.0,505.0,1156,4,35,2,8,40,1977,681,119500
2954.0,7,181000.0,1959,3,2,3,3,847.0,2.0,2.5,1302.0,434.0,847,4,35,2,8,13,2004,682,148000
3096.0,7,225000.0,1391,3,3,3,3,1391.0,2.0,2.0,1590.0,530.0,1391,4,35,2,5,13,2004,683,160000
1939.0,6,179900.0,752,2,2,2,2,744.0,1.0,2.0,792.0,264.0,752,4,30,1,4,33,1984,684,193879
4094.0,7,182900.0,2156,2,2,2,3,1568.0,2.0,2.0,2032.0,508.0,2156,3,49,2,9,49,1968,685,192000
2650.0,5,197200.0,1097,2,2,2,2,1097.0,2.0,1.5,2016.0,672.0,1097,4,25,1,6,23,1994,686,215000
1992.0,6,135000.0,912,2,1,3,2,912.0,1.0,2.5,864.0,288.0,912,3,48,1,5,56,1961,687,196000
1663.0,6,120000.0,1072,2,1,2,2,547.0,2.0,3.0,1575.0,525.0,1072,4,30,2,5,12,2005,688,125000
3353.0,6,179900.0,1679,2,2,3,2,1408.0,2.0,3.0,1725.0,575.0,1679,4,30,2,7,23,1994,689,262500
2237.0,6,124300.0,1412,2,1,2,2,780.0,1.0,1.0,840.0,280.0,825,3,36,1,6,78,1939,690,145000
2945.0,7,225000.0,1352,3,3,3,3,1352.0,2.0,2.0,1398.0,466.0,1352,5,35,2,5,11,2006,691,142000
1734.0,5,153500.0,1734,2,2,3,2,0.0,2.0,2.0,1617.0,539.0,1302,0,25,2,8,40,1977,692,140000
3634.0,8,315000.0,1717,3,4,3,3,1709.0,3.0,2.0,2724.0,908.0,1717,5,40,2,7,11,2006,693,193500
1788.0,5,135000.0,894,2,1,2,2,894.0,1.0,1.0,1152.0,384.0,894,3,25,1,5,51,1966,694,132500
2258.0,5,119000.0,1073,2,1,2,2,1073.0,1.0,1.0,978.0,326.0,1073,3,30,1,4,96,1921,695,208900
3008.0,8,278000.0,1337,3,4,3,3,1337.0,2.0,3.0,1386.0,462.0,1337,4,40,2,5,24,1993,696,126000
2236.0,7,140000.0,1479,2,2,3,3,725.0,2.0,2.5,1452.0,484.0,725,3,63,1,7,45,1972,697,255500
2432.0,5,182900.0,1126,2,2,4,2,1126.0,2.0,2.5,1620.0,540.0,1126,4,30,2,6,40,1977,698,125000
1951.0,7,139500.0,1135,3,2,3,3,560.0,2.0,2.0,1728.0,576.0,575,4,63,1,6,81,1936,699,108480
1833.0,5,119000.0,1131,2,1,2,2,676.0,1.0,1.5,600.0,200.0,676,3,30,1,5,76,1941,700,180000
2844.0,5,140000.0,1812,2,2,2,2,864.0,1.0,2.0,792.0,264.0,876,3,25,2,8,55,1962,701,184000
1926.0,6,179900.0,923,2,2,2,2,923.0,1.0,2.0,792.0,264.0,923,4,30,2,5,37,1980,702,175000
3144.0,7,182900.0,1714,2,2,2,3,980.0,2.0,2.5,1488.0,496.0,980,4,35,2,7,29,1988,703,155000
4234.0,8,315000.0,1932,4,4,4,3,1932.0,3.0,3.0,2322.0,774.0,1932,5,40,2,7,9,2008,704,66500
2043.0,5,135000.0,948,2,1,2,2,948.0,1.0,1.0,900.0,300.0,948,3,25,1,6,49,1968,705,169500
4166.0,8,301500.0,2630,3,4,3,3,1470.0,3.0,3.5,2088.0,696.0,1470,4,40,2,8,19,1998,706,143000
2945.0,6,181000.0,1800,2,2,2,2,982.0,2.0,2.5,1389.0,463.0,1007,4,30,2,7,17,2000,708,196500
2072.0,6,135000.0,1400,2,1,2,2,672.0,2.0,1.5,1320.0,440.0,672,3,42,1,6,39,1978,709,394617
2647.0,3,119000.0,1605,3,1,2,1,840.0,1.0,2.0,1137.0,379.0,840,2,18,2,8,102,1915,710,108000
2362.0,5,88000.0,1475,2,0,2,2,757.0,1.0,2.0,1008.0,336.0,925,3,30,2,6,40,1977,711,315000
3192.0,5,182900.0,1868,2,2,3,2,780.0,2.0,3.5,1452.0,484.0,1088,3,35,2,9,41,1976,712,179000
2920.0,5,119000.0,1960,2,1,2,2,960.0,2.0,2.0,1200.0,400.0,960,3,25,2,10,65,1952,713,149500
1966.0,7,225000.0,1200,2,3,3,3,600.0,2.0,2.5,1440.0,480.0,520,4,35,2,4,12,2005,714,107400
2398.0,6,146000.0,1456,2,2,2,2,855.0,2.0,2.5,1320.0,440.0,855,4,36,2,7,41,1976,715,127000
3091.0,7,191000.0,1555,3,2,3,3,1373.0,3.0,2.0,1980.0,660.0,1555,4,35,2,7,10,2007,716,197500
4417.0,6,182900.0,2614,2,2,2,2,1522.0,2.0,2.5,1872.0,624.0,1548,3,42,2,9,43,1974,717,124500
3572.0,6,200624.0,2320,2,3,3,2,1028.0,1.0,3.5,540.0,180.0,1436,3,48,2,9,72,1945,718,151000
3444.0,6,182900.0,1602,3,2,3,2,1602.0,2.0,2.5,1587.0,529.0,1602,4,42,2,8,40,1977,719,148500
2248.0,5,197200.0,1040,2,2,3,2,1040.0,2.0,2.0,1728.0,576.0,1040,4,25,1,6,21,1996,720,174000
1309.0,4,124300.0,869,2,1,1,2,440.0,0.0,1.0,0.0,0.0,869,4,28,1,4,94,1923,721,240000
2853.0,7,182900.0,1978,2,2,2,3,832.0,2.0,2.5,1458.0,486.0,1098,3,35,2,9,49,1968,722,259500
2161.0,4,135000.0,1029,2,1,2,2,1029.0,1.0,2.0,783.0,261.0,1029,3,20,1,5,56,1961,723,215000
2626.0,5,124300.0,1513,2,1,2,2,939.0,1.0,1.5,360.0,180.0,939,3,40,1,8,97,1920,724,152000
1980.0,4,197200.0,990,2,2,2,2,990.0,0.0,2.0,0.0,0.0,990,4,20,1,5,23,1994,725,85500
4272.0,5,135000.0,1779,2,1,2,2,1763.0,2.0,2.5,1362.0,454.0,1779,3,20,1,6,62,1955,726,176000
3468.0,8,315000.0,1734,3,4,4,3,1734.0,3.0,3.0,2784.0,928.0,1734,5,40,2,7,10,2007,727,118500
2484.0,5,226250.0,1687,2,3,2,2,747.0,2.0,2.0,1716.0,572.0,1687,3,25,1,7,69,1948,728,137500
4169.0,8,301500.0,2531,3,4,3,3,1318.0,3.0,2.5,2256.0,752.0,1328,4,40,2,9,22,1995,729,123600
3517.0,7,200624.0,1801,2,3,2,3,1501.0,2.0,3.0,1452.0,484.0,1801,3,56,2,6,58,1959,730,170000
2132.0,7,119000.0,1482,2,1,2,3,650.0,2.0,1.5,972.0,324.0,832,3,63,1,7,97,1920,731,318000
3277.0,8,225000.0,1464,3,3,3,3,1485.0,3.0,3.0,2262.0,754.0,1464,4,40,2,6,10,2007,732,160000
3075.0,5,218000.0,1437,3,3,3,2,1437.0,2.0,3.0,1584.0,528.0,1437,4,40,2,6,41,1976,733,290000
3667.0,9,315000.0,2324,4,4,4,3,1175.0,3.0,4.0,2208.0,736.0,1182,5,45,3,11,12,2005,734,289000
2922.0,8,218000.0,1288,3,3,4,3,1260.0,2.0,2.5,1500.0,500.0,1288,4,40,1,4,21,1996,735,143000
1929.0,7,225000.0,1250,3,3,3,3,625.0,2.0,2.5,1584.0,528.0,625,4,35,2,5,11,2006,736,282922
2374.0,6,226250.0,1137,2,3,3,2,1112.0,2.0,3.0,1653.0,551.0,1137,4,36,2,5,30,1987,737,230000
2835.0,7,119000.0,1690,2,1,2,3,815.0,1.0,1.0,675.0,225.0,815,3,42,1,7,101,1916,738,218000
1836.0,6,197200.0,848,3,2,3,2,848.0,2.0,2.0,1260.0,420.0,848,4,30,1,4,14,2003,739,345000
2578.0,5,124300.0,1539,2,1,2,2,927.0,2.0,1.5,1728.0,576.0,1067,3,30,1,5,81,1936,740,245500
2219.0,6,181000.0,1481,2,2,2,2,702.0,2.0,2.5,1029.0,343.0,702,4,30,2,6,23,1994,741,164700
4393.0,7,181000.0,2462,3,2,3,3,1392.0,2.0,3.5,1728.0,576.0,1392,4,35,2,9,12,2005,742,176000
2298.0,5,140000.0,1306,2,2,2,2,992.0,1.0,2.0,2268.0,756.0,1306,3,35,1,5,60,1957,743,144000
3184.0,8,225000.0,1580,3,3,3,3,1580.0,3.0,2.0,2490.0,830.0,1580,4,40,2,7,10,2007,744,144000
3096.0,7,197200.0,1792,3,2,3,3,963.0,2.0,2.5,1692.0,564.0,963,4,35,2,7,16,2001,745,141500
2664.0,6,140000.0,1215,2,2,2,2,1215.0,1.0,1.0,891.0,297.0,1215,3,42,1,6,59,1958,746,174000
3628.0,7,197200.0,2097,2,2,3,3,1108.0,2.0,3.5,1749.0,583.0,1108,4,42,2,8,19,1998,747,320000
1838.0,4,119000.0,1294,2,1,2,2,0.0,0.0,2.0,0.0,0.0,694,0,28,2,7,117,1900,748,153000
2352.0,5,119000.0,1248,2,1,2,2,912.0,1.0,1.0,320.0,160.0,912,3,25,1,6,87,1930,749,235128
4268.0,8,315000.0,1973,3,4,3,3,1935.0,3.0,2.0,2685.0,895.0,1973,4,40,2,9,11,2006,750,231500
1878.0,5,226250.0,1394,2,3,3,2,384.0,2.0,2.5,1200.0,400.0,754,4,25,2,7,11,2006,751,155000
3134.0,6,153500.0,1750,2,2,2,2,983.0,1.0,3.0,1269.0,423.0,983,4,42,2,7,77,1940,752,274300
2540.0,7,200624.0,1740,2,3,2,3,800.0,1.0,1.5,720.0,240.0,960,3,42,1,6,77,1940,753,106250
2273.0,5,140000.0,928,2,2,2,2,928.0,1.0,1.0,756.0,252.0,928,4,35,1,4,61,1956,754,87000
3902.0,8,197200.0,1795,3,2,3,3,1777.0,2.0,2.0,1602.0,534.0,1795,4,40,2,7,15,2002,755,395000
1992.0,6,153500.0,912,2,2,2,2,888.0,2.0,2.0,1410.0,470.0,912,4,36,1,5,39,1978,756,167500
2282.0,6,179900.0,1141,3,2,2,2,1141.0,2.0,1.5,1452.0,484.0,1141,4,30,1,6,12,2005,757,160000
1830.0,5,88000.0,1112,2,0,2,2,536.0,1.0,1.5,1008.0,336.0,536,4,15,1,4,41,1976,758,219500
2679.0,7,197200.0,1661,3,2,3,3,799.0,2.0,3.5,1650.0,550.0,827,4,42,2,6,21,1996,759,132000
3675.0,8,197200.0,1718,3,2,3,3,1705.0,3.0,3.0,2478.0,826.0,1718,5,40,2,7,10,2007,760,230000
2246.0,4,119000.0,1328,2,1,2,2,686.0,1.0,1.0,630.0,210.0,810,3,16,1,8,92,1925,761,156000
2363.0,4,120000.0,1229,2,1,2,2,1134.0,1.0,1.0,852.0,284.0,1229,3,24,1,6,61,1956,762,142500
1929.0,7,225000.0,1250,3,3,3,3,625.0,2.0,2.5,1875.0,625.0,625,4,35,2,5,11,2006,763,85000
2020.0,7,181000.0,1472,3,2,3,3,384.0,2.0,2.5,1206.0,402.0,802,4,35,2,7,26,1991,764,212000
2358.0,6,146000.0,1069,2,2,2,2,1069.0,2.0,2.0,1320.0,440.0,1069,4,30,2,4,40,1977,765,297000
3604.0,6,119000.0,2291,2,1,2,2,1214.0,2.0,2.5,1518.0,506.0,1260,3,36,2,9,107,1910,766,107000
2520.0,8,182900.0,1665,3,2,3,3,810.0,2.0,3.5,1584.0,528.0,810,4,48,2,6,16,2001,767,135000
2328.0,7,182900.0,1164,2,2,2,3,1164.0,2.0,1.5,1584.0,528.0,1164,3,35,1,6,48,1969,768,171900
3360.0,5,182900.0,1680,2,2,2,2,1680.0,2.0,2.0,1584.0,528.0,1680,3,30,2,8,41,1976,769,160000
3263.0,6,192000.0,1252,2,3,2,2,1602.0,2.0,2.0,1692.0,564.0,1252,4,42,1,4,57,1960,770,127500
3078.0,7,119000.0,1889,1,1,2,3,925.0,1.0,1.5,924.0,308.0,964,3,28,1,9,107,1910,771,133900
2634.0,5,140000.0,1078,2,2,3,2,1078.0,1.0,2.0,720.0,240.0,1078,3,30,1,5,67,1950,772,227000
2468.0,6,179900.0,1564,2,2,2,2,650.0,2.0,2.5,1428.0,476.0,888,4,36,2,7,37,1980,773,140000
4288.0,8,226250.0,2028,3,3,3,3,1868.0,3.0,3.0,2640.0,880.0,2028,5,40,2,7,12,2005,774,136905
1780.0,5,135000.0,904,2,1,2,2,876.0,1.0,1.0,1224.0,408.0,904,3,35,1,6,51,1966,775,235000
1950.0,6,140000.0,1138,2,2,2,2,588.0,1.0,1.5,792.0,264.0,1138,3,48,1,6,59,1958,776,122000
2184.0,6,181000.0,1456,3,2,2,2,728.0,2.0,2.5,1287.0,429.0,728,4,30,2,8,11,2006,777,142125
3430.0,7,301500.0,2295,3,4,3,3,1095.0,2.0,3.5,1770.0,590.0,1166,4,35,2,9,25,1992,778,171000
3212.0,5,124300.0,1576,2,1,3,2,1324.0,2.0,3.5,1584.0,528.0,1072,3,30,1,6,94,1923,779,369900
3828.0,7,301500.0,2344,3,4,3,3,1264.0,3.0,2.5,2667.0,889.0,1277,4,35,2,7,21,1996,780,109900
2084.0,5,120000.0,796,2,1,2,2,796.0,0.0,1.0,0.0,0.0,796,2,35,1,4,107,1910,781,145000
3499.0,7,225000.0,1616,3,3,3,3,1616.0,3.0,2.0,2502.0,834.0,1616,4,35,2,7,12,2005,782,172785
2083.0,6,135000.0,1285,2,1,2,2,660.0,2.0,1.5,1584.0,528.0,1285,3,30,1,7,40,1977,783,268000
2348.0,5,135000.0,1092,2,1,2,2,1092.0,1.0,1.5,864.0,288.0,1092,3,25,1,6,55,1962,784,223500
3486.0,7,181000.0,2256,3,2,3,3,952.0,2.0,2.5,1662.0,554.0,980,4,35,2,8,17,2000,785,265000
3464.0,5,119000.0,1559,2,1,2,2,1559.0,2.0,2.0,2436.0,812.0,1559,3,30,1,5,69,1948,786,85000
2208.0,6,197200.0,1456,3,2,3,2,728.0,2.0,2.5,1170.0,390.0,728,4,30,2,8,12,2005,787,232000
4670.0,8,301500.0,2448,3,4,3,3,1629.0,3.0,3.5,2133.0,711.0,1686,4,56,2,8,23,1994,788,143500
3361.0,8,315000.0,1518,4,4,4,3,1518.0,2.0,1.5,1764.0,588.0,1518,5,40,1,6,14,2003,789,139000
1993.0,5,140000.0,1319,2,2,2,2,608.0,1.0,2.0,810.0,270.0,1319,3,30,1,5,64,1953,790,236000
2656.0,6,120000.0,1113,2,1,2,2,1143.0,1.0,2.5,1512.0,504.0,1113,3,42,1,6,41,1976,791,153500
3093.0,7,182900.0,1935,2,2,2,3,793.0,2.0,2.5,1650.0,550.0,1142,4,49,2,7,41,1976,792,163990
3201.0,4,120000.0,1440,2,1,2,2,1440.0,0.0,4.0,0.0,0.0,1440,4,12,2,8,40,1977,793,402000
3850.0,5,192000.0,2126,2,3,2,2,1013.0,2.0,3.0,1614.0,538.0,1160,3,25,2,7,50,1967,794,274000
1361.0,5,140000.0,910,3,2,3,2,105.0,2.0,1.0,1242.0,414.0,910,3,35,1,5,64,1953,795,123000
3992.0,7,153500.0,2149,3,2,3,3,1434.0,2.0,2.5,2010.0,670.0,1518,5,35,1,6,14,2003,796,148000
1824.0,5,120000.0,864,2,1,2,2,864.0,0.0,1.0,0.0,0.0,864,2,40,1,4,95,1922,797,197900
2232.0,3,103000.0,1077,2,1,2,1,1007.0,1.0,1.0,630.0,210.0,1077,3,12,1,6,95,1922,798,150000
2783.0,6,181000.0,1593,2,2,2,2,808.0,2.0,2.5,1167.0,389.0,808,4,30,2,7,25,1992,799,185000
1979.0,6,153500.0,1004,2,2,2,2,975.0,2.0,2.0,1512.0,504.0,1004,4,30,1,4,40,1977,800,116000
3619.0,8,301500.0,2198,3,4,3,3,1145.0,3.0,3.5,2508.0,836.0,1145,4,40,2,9,17,2000,801,239686
2099.0,5,135000.0,1271,2,1,2,2,720.0,1.0,2.0,936.0,312.0,720,3,25,2,7,69,1948,802,99900
4501.0,8,200624.0,3447,2,3,3,3,728.0,3.0,3.5,3042.0,1014.0,1968,3,72,3,11,82,1935,803,91000
1444.0,5,119000.0,764,2,1,2,2,680.0,2.0,1.0,1512.0,504.0,764,2,25,1,4,92,1925,804,178000
3164.0,6,200624.0,1811,2,3,4,2,1073.0,2.0,1.0,1410.0,470.0,1811,3,42,1,6,61,1956,805,135000
2700.0,6,182900.0,1334,2,2,2,2,1350.0,2.0,2.5,1890.0,630.0,1334,4,30,2,6,40,1977,806,250000
2905.0,7,181000.0,1886,3,2,3,3,930.0,2.0,2.5,1293.0,431.0,956,4,35,2,10,19,1998,807,135000
2668.0,5,139500.0,1522,2,2,2,2,1008.0,0.0,2.0,0.0,0.0,1008,3,25,2,7,91,1926,808,381000
2548.0,6,181000.0,1498,2,2,2,2,691.0,2.0,2.5,1227.0,409.0,691,4,30,2,6,22,1995,809,73000
3600.0,5,140000.0,1800,2,2,2,2,1800.0,0.0,2.0,0.0,0.0,1800,3,20,2,10,56,1961,810,230000
1040.0,4,140000.0,1040,2,2,2,2,0.0,2.0,2.0,1260.0,420.0,1040,0,20,2,6,68,1949,811,167900
3338.0,7,179900.0,2243,3,2,3,3,700.0,3.0,3.5,2238.0,746.0,1122,4,35,2,8,27,1990,812,199900
3218.0,7,197200.0,1573,3,2,3,3,1573.0,2.0,3.0,1632.0,544.0,1573,4,35,2,6,15,2002,813,102000
3681.0,7,182900.0,2353,3,2,4,3,845.0,2.0,3.5,1452.0,484.0,1153,4,49,2,10,37,1980,814,187500
2554.0,5,124300.0,1344,2,1,2,2,896.0,1.0,1.0,480.0,240.0,896,4,20,1,7,81,1936,815,141000
2845.0,5,119000.0,1795,2,1,2,2,1050.0,1.0,2.0,704.0,352.0,1050,3,25,2,7,63,1954,816,90000
2339.0,6,181000.0,1470,2,2,2,2,794.0,2.0,2.5,1164.0,388.0,794,4,36,2,6,20,1997,817,225000
1904.0,5,140000.0,952,2,2,2,2,952.0,2.0,2.0,2520.0,840.0,952,3,35,1,4,66,1951,818,227000
3460.0,7,197200.0,2031,3,2,3,3,1153.0,2.0,2.5,1623.0,541.0,1153,4,35,2,8,19,1998,819,260000
1968.0,5,120000.0,1200,2,1,2,2,768.0,1.0,1.0,720.0,240.0,768,3,30,1,6,71,1946,820,115000
2156.0,5,135000.0,970,2,1,2,2,970.0,2.0,2.0,1872.0,624.0,970,3,30,1,5,54,1963,821,131500
1788.0,4,120000.0,894,2,1,2,2,894.0,2.0,1.0,1200.0,400.0,894,3,20,1,5,63,1954,822,177000
2562.0,6,140000.0,1458,2,2,2,2,912.0,1.0,1.5,990.0,330.0,912,3,30,1,6,69,1948,823,139000
3671.0,8,301500.0,2263,3,4,3,3,1141.0,2.0,2.5,1260.0,420.0,1165,4,40,2,10,19,1998,824,222500
2912.0,6,182900.0,2119,2,2,2,2,689.0,2.0,2.5,1749.0,583.0,1378,3,36,2,7,45,1972,825,130500
2565.0,3,119000.0,1163,2,1,2,1,1162.0,1.0,2.0,440.0,220.0,1163,3,24,1,6,62,1955,826,132500
2368.0,5,140000.0,1339,2,2,2,2,1029.0,1.0,1.0,882.0,294.0,1339,3,30,1,6,59,1958,827,110000
2944.0,6,315000.0,1362,3,4,3,2,1362.0,2.0,2.0,1380.0,460.0,1362,4,30,2,6,12,2005,828,97500
3714.0,8,315000.0,2452,3,4,3,3,1117.0,3.0,3.5,2073.0,691.0,1132,5,40,3,9,13,2004,829,258000
1930.0,5,153500.0,902,2,2,2,2,864.0,2.0,2.0,1452.0,484.0,902,4,25,1,5,34,1983,830,158000
3184.0,6,140000.0,1516,2,2,2,2,1516.0,2.0,1.5,1416.0,472.0,1516,3,36,1,6,53,1964,831,126175
4173.0,7,200624.0,1902,3,3,4,3,1902.0,2.0,3.0,1701.0,567.0,1902,4,56,2,7,58,1959,832,139000
2376.0,5,181000.0,1056,2,2,2,2,1056.0,2.0,2.0,1716.0,572.0,1056,3,25,1,5,62,1955,833,194700
3759.0,8,315000.0,2374,3,4,4,3,1181.0,3.0,2.5,1968.0,656.0,1234,4,40,2,10,14,2003,834,309000
3481.0,7,182900.0,1680,3,2,3,3,1650.0,2.0,3.0,1749.0,583.0,1680,5,35,2,7,19,1998,835,131000
3234.0,8,218000.0,1494,3,3,4,3,1494.0,2.0,2.5,1443.0,481.0,1494,4,40,1,6,22,1995,836,167000
1738.0,5,140000.0,893,2,2,3,2,845.0,2.0,1.5,1728.0,576.0,893,3,35,1,4,68,1949,837,335000
3953.0,7,182900.0,1872,2,2,2,3,1845.0,2.0,2.5,1812.0,604.0,1872,4,35,2,6,29,1988,838,145000
2654.0,6,181000.0,1600,2,2,2,2,916.0,2.0,2.5,1380.0,460.0,916,4,30,2,7,20,1997,839,285000
2406.0,7,191000.0,1145,3,2,3,3,1145.0,2.0,2.0,1191.0,397.0,1145,4,35,2,5,12,2005,840,213250
1320.0,5,119000.0,886,2,1,2,2,190.0,1.0,1.0,819.0,273.0,886,2,40,1,4,79,1938,841,270000
2628.0,6,119000.0,1200,2,1,2,2,1200.0,1.0,1.0,624.0,312.0,1200,3,30,1,7,94,1923,842,135000
1568.0,3,119000.0,968,2,1,2,1,600.0,0.0,1.0,0.0,0.0,600,3,18,1,6,107,1910,843,241500
3995.0,6,182900.0,2654,2,2,3,2,1054.0,2.0,3.5,1857.0,619.0,1512,3,42,2,9,49,1968,844,169000
2679.0,5,119000.0,1750,2,1,4,2,636.0,1.0,1.0,480.0,240.0,1089,2,30,1,8,137,1880,845,160200
1516.0,5,140000.0,1109,2,2,2,2,372.0,1.0,1.5,864.0,288.0,576,3,35,1,5,46,1971,846,91300
3320.0,5,140000.0,1584,2,2,2,2,1584.0,3.0,2.0,2376.0,792.0,1584,3,25,2,8,50,1967,847,125000
1296.0,4,135000.0,1296,2,1,2,2,0.0,2.0,2.0,1548.0,516.0,1296,0,20,2,6,50,1967,848,37900
1512.0,5,119000.0,840,2,1,2,2,672.0,0.0,1.0,0.0,0.0,840,3,35,1,5,87,1930,849,250000
3228.0,7,197200.0,1500,3,2,3,3,1500.0,2.0,2.0,1710.0,570.0,1500,4,35,2,6,13,2004,850,124000
4133.0,9,315000.0,1940,4,4,4,3,1930.0,3.0,3.5,1818.0,606.0,1940,5,45,2,8,8,2009,851,141000
1624.0,4,119000.0,968,2,1,2,2,656.0,1.0,2.0,432.0,216.0,968,3,24,2,5,90,1927,852,139000
3654.0,8,200624.0,2727,3,3,3,3,853.0,2.0,2.5,1320.0,440.0,1549,4,64,2,10,85,1932,853,124000
2787.0,6,179900.0,1298,3,2,3,2,1298.0,2.0,3.0,1209.0,403.0,1298,4,30,2,5,32,1985,854,90000
2561.0,7,197200.0,1208,3,2,3,3,1187.0,2.0,3.0,1896.0,632.0,1208,4,35,2,6,11,2006,855,87000
3653.0,7,301500.0,2127,3,4,3,3,1223.0,2.0,3.5,1575.0,525.0,1223,4,35,2,5,23,1994,856,190000
912.0,4,124300.0,912,2,1,2,2,0.0,0.0,1.0,0.0,0.0,672,0,20,1,3,70,1947,857,395192
2064.0,6,182900.0,1032,2,2,2,2,1032.0,2.0,2.5,1692.0,564.0,1032,4,36,2,6,39,1978,858,64500
2281.0,6,225000.0,1525,3,3,3,2,756.0,2.0,2.5,1320.0,440.0,769,4,30,2,5,17,2000,859,315000
